id,name,slug,tier,edition,tier_raw,description,website,logo_url,logo_alt,createdAt,updatedAt,publishedAt
100,Kryptosphere,sponsor-8,Community Partners,EthCC[9],Community Partners,,https://kryptosphere.org/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Black_text_6303aa5986.png,,2025-06-23T14:16:07.636Z,2026-01-28T16:07:43.865Z,2025-06-23T14:16:09.746Z
129,EthStaker,sponsor-35,Community Partners,EthCC[9],Community Partners,,,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/logo_blue_05af37e42f.svg,,2026-01-28T16:31:06.962Z,2026-01-28T16:35:34.769Z,2026-01-28T16:35:34.765Z
131,Token Engineering,sponsor-37,Community Partners,EthCC[9],Community Partners,,,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/TE_Academy_Black_and_white_logo_with_text_1_b03a2becc8.svg,,2026-01-29T10:21:12.567Z,2026-02-26T19:48:40.929Z,2026-01-29T10:21:13.797Z
132,Money 20/20,sponsor-38,Community Partners,EthCC[9],Community Partners,,,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/m20eu26_black_with_yr_9aa3c35cd0.png,,2026-01-29T10:23:07.587Z,2026-01-29T10:23:08.662Z,2026-01-29T10:23:08.657Z
152,DLT Talents Alumni,sponsor-56,Community Partners,EthCC[9],Community Partners,,,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/DLT_Talent_Alumni_logo_pink_2_763ccb5329.png,,2026-03-01T16:53:57.538Z,2026-03-01T16:53:59.172Z,2026-03-01T16:53:59.168Z
164,Babylon,sponsor-67,Community Partners,EthCC[9],Community Partners,,https://babylonlabs.io/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/babylon_full_lockup_full_lockup_black_5f87335e3a.png,,2026-03-09T13:19:18.240Z,2026-03-09T13:19:19.301Z,2026-03-09T13:19:19.295Z
165,Bridge,sponsor-68,Community Partners,EthCC[9],Community Partners,,https://www.bridge.xyz/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Bridge_Stripe_dark_044d6cdf51.png,,2026-03-09T13:19:58.880Z,2026-03-09T13:19:59.759Z,2026-03-09T13:19:59.755Z
166,Chainlink,sponsor-69,Community Partners,EthCC[9],Community Partners,,https://chain.link/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Chainlink_Logo_Black_c59e52d10b.png,,2026-03-09T13:20:35.874Z,2026-03-09T13:20:36.775Z,2026-03-09T13:20:36.771Z
167,Maple,sponsor-70,Community Partners,EthCC[9],Community Partners,,https://maple.finance/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Maple_Logo_black_8c6886dbe1.png,,2026-03-09T13:21:13.274Z,2026-03-09T13:21:14.090Z,2026-03-09T13:21:14.087Z
172,Women Leading the Way,sponsor-75,Community Partners,EthCC[9],Community Partners,,https://www.drofa-ra.com/insider/women-leading-the-way-empowering-fintech-leadership-at-token2049,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/WLTW_logo_eb8f4f6084.png,,2026-03-11T19:06:24.797Z,2026-03-11T19:06:25.647Z,2026-03-11T19:06:25.634Z
182,Marriott Cannes,sponsor-85,Community Partners,EthCC[9],Community Partners,,https://www.marriott.com/en-us/hotels/ncejw-jw-marriott-cannes/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/NCEJW_rgb_ca215e124d.png,,2026-03-13T20:08:15.809Z,2026-03-13T20:08:18.305Z,2026-03-13T20:08:18.302Z
183,Palais des Festivals,sponsor-86,Community Partners,EthCC[9],Community Partners,,https://www.palaisdesfestivals.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/LOGO_Palais_Festivals_Congres_RVB_Positif_2694d98260.png,,2026-03-14T16:47:49.359Z,2026-03-14T16:47:50.219Z,2026-03-14T16:47:50.200Z
185,Women in Web3 Swizerland,women-in-web3,Community Partners,EthCC[9],Community Partners,,https://www.wiw3ch.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Wi_W3_logo_full_350f962595.svg,,2026-03-17T11:36:35.230Z,2026-03-17T11:36:46.517Z,2026-03-17T11:36:46.512Z
107,Wonderland,sponsor-14,Diamond,EthCC[9],Diamond,"Wonderland is crypto's leading core development group — long-term collaborators behind Optimism, Aztec, Aerodrome, and more. We partner with top protocols to solve web3’s toughest technical challenges with simple, elegant solutions.",https://wonderland.xyz/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Wonderland_Identifier_Positive_H_1_d5d3a26eda.png,,2025-10-31T17:42:56.670Z,2025-10-31T17:42:57.721Z,2025-10-31T17:42:57.718Z
136,Walrus Foundation,sponsor-40,Emerald,EthCC[9],Emerald,"The Verifiable Data Platform for AI and onchain finance. Where every byte is provable, programmable, and available. Built by the team behind Sui.",https://www.walrus.xyz/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Walrus_Logotype_066f08ece0.png,,2026-02-09T12:37:49.573Z,2026-03-10T19:12:34.704Z,2026-02-09T12:37:50.585Z
142,Yap Global,sponsor-46,Emerald,EthCC[9],Emerald,"A financial and technology PR consultancy that advises meaningful companies in the digital assets, fintech, stablecoins, AI and agentic finance sectors.",https://yapglobal.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Primary_Logo_Default_Black_352b4503d7.png,,2026-02-23T17:53:59.635Z,2026-02-23T17:54:00.666Z,2026-02-23T17:54:00.660Z
151,Quicknode,sponsor-55,Emerald,EthCC[9],Emerald,"The enterprise-grade blockchain platform for teams that demand the fastest, most reliable infrastructure.",https://www.quicknode.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/logomark_on_light_347aea879e.png,,2026-03-01T16:38:05.333Z,2026-03-01T16:49:23.322Z,2026-03-01T16:38:06.850Z
175,xStocks,sponsor-78,Emerald,EthCC[9],Emerald,Tokenized Stocks and ETFs.,https://xstocks.fi/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Logo_Lockup_H_Black_w_Gradient_9a6ff046fe.png,,2026-03-12T14:13:59.287Z,2026-03-12T14:14:03.902Z,2026-03-12T14:14:03.897Z
80,Talent protocol,talent-protocol,Community Partners,EthCC[8],EthCC[8] Community Partners,Bringing verified reputation onchain to help great builders stand out.,https://www.talentprotocol.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Logo_Talent_Protocol_light_614ddd58ee.png,,2025-05-22T20:56:58.276Z,2025-05-23T09:43:37.719Z,2025-05-22T20:57:13.581Z
82,SNZ,snz,Community Partners,EthCC[8],EthCC[8] Community Partners,For builders. by builders.,https://snzholding.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/color_logo_transparent_f92b4563fb.svg,,2025-05-23T10:05:31.009Z,2025-06-04T08:46:01.197Z,2025-05-23T10:05:32.123Z
90,Akindo ,akindo,Community Partners,EthCC[8],EthCC[8] Community Partners,,https://app.akindo.io/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/akindo_logo_black_bf6b505055.png,,2025-06-02T09:55:47.988Z,2025-06-02T10:15:39.134Z,2025-06-02T09:56:21.415Z
91,JW Marriott,jw-marriott,Community Partners,EthCC[8],EthCC[8] Community Partners,,https://www.marriott.com/fr/hotels/ncejw-jw-marriott-cannes/overview/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/NCEJW_rgb_77cd1908a9.png,,2025-06-02T14:04:31.422Z,2025-06-04T08:45:06.569Z,2025-06-02T14:04:32.586Z
93,Card3,sponsor-1,Community Partners,EthCC[8],EthCC[8] Community Partners,,https://card3.ai/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/CARD_3_Logo_white_background_a715c7c665.png,,2025-06-06T08:15:42.159Z,2025-06-06T08:15:43.971Z,2025-06-06T08:15:43.967Z
94,Blockchained,sponsor-2,Community Partners,EthCC[8],EthCC[8] Community Partners,,https://www.blockchainedindia.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/preferred_01_2c7a9e4da6.svg,,2025-06-06T08:21:59.200Z,2025-06-06T08:21:59.965Z,2025-06-06T08:21:59.962Z
95,42 Berlin,sponsor-3,Community Partners,EthCC[8],EthCC[8] Community Partners,"A free, onsite, world-class software engineering program powered by peer-to-peer methodology.",https://42berlin.de/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Copy_of_42_Berlin_logo2_black_c8409bb835.png,,2025-06-10T17:57:28.246Z,2025-06-10T17:57:29.388Z,2025-06-10T17:57:29.385Z
96,Lucis,sponsor-4,Community Partners,EthCC[8],EthCC[8] Community Partners,,https://www.lucis.life/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/logo_black_ba000bd7fd.png,,2025-06-11T16:42:25.827Z,2025-06-11T16:42:26.603Z,2025-06-11T16:42:26.600Z
98,Women in Web3 Switzerland,sponsor-6,Community Partners,EthCC[8],EthCC[8] Community Partners,,https://www.wiw3ch.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Wi_W3_color_v_1a71ddaa41.png,,2025-06-18T10:08:06.946Z,2025-06-18T10:08:07.324Z,2025-06-18T10:08:07.320Z
100,Kryptosphere,sponsor-8,Community Partners,EthCC[8],EthCC[8] Community Partners,,https://kryptosphere.org/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Black_text_6303aa5986.png,,2025-06-23T14:16:07.636Z,2026-01-28T16:07:43.865Z,2025-06-23T14:16:09.746Z
17,ROBINHOOD,robinhood,Diamond,EthCC[8],EthCC[8] Diamond,Buy and sell 50+ crypto with euros at one of the lowest costs on average,https://robinhood.com/eu/en/about/crypto/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/ROBINHOOD_a3f3920825.png,,2025-01-23T13:36:05.292Z,2025-06-16T07:54:30.874Z,2025-03-28T18:12:16.183Z
71,Cointelegraph,cointelegraph,Media Partners,EthCC[8],EthCC[8] Media Partners,,https://fr.cointelegraph.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/CT_f49d158889.png,,2025-05-14T15:11:27.189Z,2025-05-23T09:44:16.995Z,2025-05-14T15:11:29.158Z
72,The Defiant,the-defiant,Media Partners,EthCC[8],EthCC[8] Media Partners,,https://thedefiant.io/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/The_Defiant_3d1a3badc8.png,,2025-05-14T15:14:02.388Z,2025-05-23T09:43:50.887Z,2025-05-14T15:14:03.205Z
73,Journal du Coin,journal-du-coin,Media Partners,EthCC[8],EthCC[8] Media Partners,,https://journalducoin.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/JDC_b549d03d7a.png,,2025-05-14T15:15:58.276Z,2025-05-23T09:43:54.939Z,2025-05-14T15:15:58.994Z
74,Be in Crypto,be-in-crypto,Media Partners,EthCC[8],EthCC[8] Media Partners,,https://fr.beincrypto.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/BE_IN_CRYPTO_74ebf2b74c.png,,2025-05-14T15:17:24.382Z,2025-05-23T09:43:59.211Z,2025-05-14T15:17:25.371Z
75,Cryptonews,cryptonews,Media Partners,EthCC[8],EthCC[8] Media Partners,,https://cryptonews.com/fr/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Cryptonews_d871a23b13.png,,2025-05-14T15:40:27.951Z,2025-05-23T09:44:04.313Z,2025-05-14T15:40:28.708Z
77,DL News,dl-news,Media Partners,EthCC[8],EthCC[8] Media Partners,,https://www.dlnews.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/DL_NEWS_0496e207da.png,,2025-05-19T09:23:09.339Z,2025-05-23T09:44:08.365Z,2025-05-19T09:23:10.192Z
89,CoinMarketCap,coin-market-cap,Media Partners,EthCC[8],EthCC[8] Media Partners,,https://coinmarketcap.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/CMC_Logo_blue_66e6a3c9f6.png,,2025-05-30T08:13:19.488Z,2025-06-04T08:44:42.830Z,2025-05-30T08:13:20.230Z
6,Latitude.sh,latitude-sh,Ruby,EthCC[8],EthCC[8] Ruby,"Latitude.sh is the global bare metal cloud platform for developers building the future of Web3.
",https://www.latitude.sh/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Latitude_SH_df26c5dcb0.png,,2025-01-16T17:54:44.016Z,2025-01-31T09:56:46.238Z,2025-03-28T18:11:26.378Z
19,Trezor,trezor,Ruby,EthCC[8],EthCC[8] Ruby,Take Control!,https://trezor.io/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/trezor_main_logo_black_rgb_e30f088b58.png,,2025-01-23T15:51:34.325Z,2025-03-28T09:09:20.894Z,2025-03-28T18:12:16.183Z
20,ZIRCUIT,zircuit,Ruby,EthCC[8],EthCC[8] Ruby,"Zircuit is the AI powered blockchain for secure, automated finance.",https://www.zircuit.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Zircuit_b7e3e117c7.png,,2025-01-23T15:56:02.461Z,2025-01-31T09:57:20.589Z,2025-03-28T18:12:16.183Z
22,Ledger,ledger,Ruby,EthCC[8],EthCC[8] Ruby,The world leader in digital asset security for consumers and enterprises.,https://www.ledger.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/LEDGER_WORDMARK_BLACK_WHITE_RGB_9413c78b74.png,,2025-01-23T18:27:27.982Z,2025-03-28T09:07:39.079Z,2025-03-28T18:12:16.183Z
24,1inch,1inch,Ruby,EthCC[8],EthCC[8] Ruby,One-stop access to decentralized finance.,https://1inch.io/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/1inch_a22ff1525a.png,,2025-01-23T18:29:37.551Z,2025-02-14T14:13:52.667Z,2025-03-28T18:13:04.659Z
41,Circles,circles,Ruby,EthCC[8],EthCC[8] Ruby,Fair Money For All,https://aboutcircles.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Circles_Lockup_0e4c65af34.png,,2025-02-27T21:16:05.789Z,2025-03-28T09:07:50.580Z,2025-03-28T18:14:03.661Z
44,Somnia,somnia,Ruby,EthCC[8],EthCC[8] Ruby,The fastest and most cost-efficient EVM-compatible Layer 1 for a fully Onchain World,https://somnia.network/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/dark_85fe594750.png,,2025-02-27T21:22:24.432Z,2025-03-28T09:07:55.834Z,2025-03-28T18:14:54.116Z
55,World,world,Ruby,EthCC[8],EthCC[8] Ruby,"The real human network. Identity, finance and community for every human.",https://world.org/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/World_Logo_Black_RGB_a57aed384d.svg,,2025-03-19T15:21:52.423Z,2025-05-27T08:30:29.115Z,2025-03-28T18:18:43.801Z
61,Polygon,polygon,Ruby,EthCC[8],EthCC[8] Ruby,"Polygon Labs is building the trustless internet with Agglayer, to unify web3; Polygon PoS, for apps to breakout; and pioneering zero-knowledge technology as a public good.",https://polygon.technology/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Polygon_Primary_Dark_Eth_CC_f941f59bf1.png,,2025-03-26T23:30:42.669Z,2025-03-28T09:09:37.456Z,2025-03-28T18:17:22.764Z
83,Base,base,Ruby,EthCC[8],EthCC[8] Ruby,"Base is a secure, low-cost, builder-friendly Ethereum L2 built to bring the next billion users onchain.",https://www.base.org/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Base_Wordmark_Blue_0039860ac2.png,,2025-05-25T20:28:30.292Z,2025-06-04T08:44:29.739Z,2025-05-25T20:28:32.636Z
87,OKX,okx,Ruby,EthCC[8],EthCC[8] Ruby,"Faster, better, stronger than your average crypto exchange. Trade like a pro with OKX.",https://www.okx.com/en-eu,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/OKX_9d4e70f6f7.svg,,2025-05-28T11:17:38.539Z,2025-06-18T15:27:26.201Z,2025-05-28T11:17:39.820Z
7,Sablier,sablier,Wagmi,EthCC[8],EthCC[8] Wagmi,"Sablier provides infrastructure for token distribution, including vesting, payroll, airdrops and more.",https://sablier.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/SABLIER_f1c1a06347.png,,2025-01-16T18:20:14.014Z,2025-01-31T09:53:45.163Z,2025-03-28T18:11:26.378Z
8,Kleros,kleros,Wagmi,EthCC[8],EthCC[8] Wagmi,Kleros is a decentralized arbitration service for resolving disputes in the new economy.,https://kleros.io/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Kleros_ed987c0eb6.png,,2025-01-19T16:37:00.753Z,2025-01-31T09:53:52.204Z,2025-03-28T18:11:26.378Z
9,Junction,junction,Wagmi,EthCC[8],EthCC[8] Wagmi,"Where all your tokens meet – buy, sell, and trade with ease.",https://junction.exchange/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/JUNCTION_0caed3aa1f.png,,2025-01-21T17:17:40.880Z,2025-01-31T09:53:59.327Z,2025-03-28T18:11:26.378Z
10,API3,api-3,Wagmi,EthCC[8],EthCC[8] Wagmi,"API3: A top blockchain oracle provider using first-party nodes & OEV solutions to deliver secure, verifiable data to smart contracts & reward dApps with OEV.",https://api3.org/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Api3_607cebd392.png,,2025-01-21T17:27:14.949Z,2025-04-29T16:20:17.084Z,2025-03-28T18:11:26.378Z
11,Nethermind,nethermind,Wagmi,EthCC[8],EthCC[8] Wagmi,"Nethermind is a blockchain research and software engineering company, empowering enterprises and developers worldwide to access and build on the decentralized web.",https://www.nethermind.io/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/NETHERMIND_e79b8a223b.png,,2025-01-21T17:32:34.222Z,2025-01-31T09:54:23.659Z,2025-03-28T18:11:26.378Z
12,iExec,i-exec,Wagmi,EthCC[8],EthCC[8] Wagmi,The Trust Layer for DePIN & AI. ,https://www.iex.ec/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/IEXEC_ca85421309.png,,2025-01-21T17:52:35.486Z,2025-05-15T15:04:29.959Z,2025-03-28T18:11:26.378Z
14,Kaiko,kaiko,Wagmi,EthCC[8],EthCC[8] Wagmi,Kaiko empowers businesses with actionable and reliable crypto data solutions.,https://www.kaiko.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/KAIKO_eecf76098d.png,,2025-01-22T16:01:43.237Z,2025-01-31T09:54:44.861Z,2025-03-28T18:11:26.378Z
15,Defisaver,defisaver,Wagmi,EthCC[8],EthCC[8] Wagmi,A better tool for DeFi.,https://defisaver.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/DEFISAVER_f734cc2710.png,,2025-01-23T11:27:35.277Z,2025-01-31T09:54:52.638Z,2025-03-28T18:11:26.378Z
16,Dune,dune,Wagmi,EthCC[8],EthCC[8] Wagmi,Crypto's Data Platform.,https://dune.com/home,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/DUNE_b55b3c2fc3.png,,2025-01-23T12:03:27.537Z,2025-01-31T09:55:00.866Z,2025-03-28T18:11:26.378Z
26,Yap Global,yap-global,Wagmi,EthCC[8],EthCC[8] Wagmi,"Shaping the crypto, web3 and DeFi narrative through impactful storytelling.",https://yapglobal.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Primary_Logo_Default_Black_c6e5d38315.png,,2025-01-23T18:47:32.518Z,2025-05-23T16:06:05.008Z,2025-03-28T18:13:04.659Z
27,Everstake,everstake,Wagmi,EthCC[8],EthCC[8] Wagmi,"Everstake is a leading blockchain company, delivering unmatched staking services and essential infrastructure solutions for decentralized networks.",https://everstake.one/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/EVERSTAKE_b9208cfe4e.png,,2025-01-24T18:53:04.937Z,2025-01-31T09:55:19.341Z,2025-03-28T18:13:04.659Z
28,gno.land,gno-land,Wagmi,EthCC[8],EthCC[8] Wagmi,"gno.land is a Go-based smart contract platform to build censorship-resistant applications, join us in building a fairer, freer world.",https://gno.land/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/gno_land_47402c0c70.png,,2025-01-25T15:30:14.908Z,2025-01-31T09:55:27.299Z,2025-03-28T18:13:04.659Z
29,Massa Labs,massa-labs,Wagmi,EthCC[8],EthCC[8] Wagmi,Deploying Apps that live forever.,https://massa.net/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/LOGO_FONT_BLACK_eaa7ae5679.png,,2025-01-26T19:04:11.458Z,2025-03-10T13:33:11.584Z,2025-03-28T18:13:04.659Z
30,Plexus,plexus,Wagmi,EthCC[8],EthCC[8] Wagmi,The Global Leader in Web3 Recruitment.,https://plexusrs.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/PLEXUS_8b861f08a6.png,,2025-01-27T11:34:08.243Z,2025-01-31T09:55:42.961Z,2025-03-28T18:13:04.659Z
31,DRPC,drpc,Wagmi,EthCC[8],EthCC[8] Wagmi,All data from any blockchain in one place.,https://drpc.org/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/d_RPC_fullcollor_black_f6f96015e6.png,,2025-01-27T16:10:16.814Z,2025-01-31T09:56:16.689Z,2025-03-28T18:13:34.181Z
32,Etherlink,etherlink,Wagmi,EthCC[8],EthCC[8] Wagmi,"An EVM-compatible, non-custodial Layer 2 blockchain powered by Tezos Smart Rollups technology.",https://www.etherlink.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Etherlink_6b3ddabf3f.png,,2025-01-27T16:18:28.398Z,2025-01-31T09:56:25.088Z,2025-03-28T18:13:34.181Z
33,Merkl,merkl,Wagmi,EthCC[8],EthCC[8] Wagmi,Customize. Incentivize. Scale.,https://merkl.xyz/ ,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/merkl_logo_dark_10fbfa47df.png,,2025-01-27T17:32:12.853Z,2025-04-01T08:22:51.391Z,2025-03-28T18:13:34.181Z
34,Aleph Cloud,aleph-cloud,Wagmi,EthCC[8],EthCC[8] Wagmi,"Aleph Cloud is a a DePIN, relying on hundreds of distributed nodes across the globe which offers developers access to storage, databases, compute, & AI.",https://aleph.im/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/brand_full_logo_c93406a4f3.svg,,2025-01-28T16:55:51.199Z,2025-05-26T23:03:34.127Z,2025-03-28T18:13:34.181Z
35,Spiko,spiko,Wagmi,EthCC[8],EthCC[8] Wagmi,Bringing capital markets on-chain.,https://www.spiko.io/fr,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/SPIKO_88b1c1b8da.png,,2025-01-30T15:36:06.266Z,2025-01-31T09:57:13.639Z,2025-03-28T18:13:34.181Z
36,Fluence,fluence,Wagmi,EthCC[8],EthCC[8] Wagmi,"Fluence is a decentralized, enterprise-grade cloudless platform with top-tier data centers, ensuring high reliability and up to 75% cost savings.
",https://www.fluence.network/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Fluence_ea72e8f6cd.png,,2025-02-04T17:56:05.651Z,2025-03-28T09:13:08.090Z,2025-03-28T18:13:34.181Z
37,The Graph,the-graph,Wagmi,EthCC[8],EthCC[8] Wagmi,"The Graph is an indexing protocol powering web3 data via subgraphs, making it easy for developers to access blockchain data.",https://thegraph.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/The_Graph_7a19417269.png,,2025-02-19T17:54:34.938Z,2025-03-28T09:09:58.234Z,2025-03-28T18:13:34.181Z
38,Envio,envio,Wagmi,EthCC[8],EthCC[8] Wagmi,"Envio is a modern, multi-chain EVM blockchain indexer for querying real-time and historical data.",https://envio.dev/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Envio_66bfd76ec4.png,,2025-02-20T11:58:57.942Z,2025-03-28T09:09:05.928Z,2025-03-28T18:14:03.661Z
39,Brevis,brevis,Wagmi,EthCC[8],EthCC[8] Wagmi,"Brevis is an efficient, verifiable off-chain computation engine powered by zero-knowledge proofs. It enables Web3 applications to offload data-intensive and costly computations from on-chain environments to a significantly lower-cost off-chain engine. With Brevis, applications can scale seamlessly while maintaining the security of L1 trust assumptions.",https://brevis.network/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Brevis_fccd7dddeb.png,,2025-02-26T16:33:01.544Z,2025-03-28T09:08:28.212Z,2025-03-28T18:14:03.661Z
46,Coinrule,coinrule,Wagmi,EthCC[8],EthCC[8] Wagmi,Launch Self-Custodial Bots. Onchain.,https://coinrule.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/COINRULE_4fabe5f53b.png,,2025-03-06T19:09:19.676Z,2025-03-28T09:08:39.837Z,2025-03-28T18:14:54.116Z
47,Near Foundation,near-foundation,Wagmi,EthCC[8],EthCC[8] Wagmi,"Performant, scalable, and secure, NEAR is the blockchain for AI, powering the user-owned internet.",https://near.org/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/logo_f43afd9e51.png,,2025-03-07T10:49:52.994Z,2025-03-28T09:12:36.770Z,2025-03-28T18:14:54.116Z
48,Mass,mass,Wagmi,EthCC[8],EthCC[8] Wagmi,"An unique, complete and simple self-custodial mobile app for DeFi & RWAs. ",https://mass.money/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Mass_logo_lockup_yellow_281bfe62f9.png,,2025-03-07T10:53:10.706Z,2025-03-28T16:00:38.419Z,2025-03-28T18:14:54.116Z
49,Dedaub,dedaub,Wagmi,EthCC[8],EthCC[8] Wagmi,"Dedaub specializes in Smart Contract security technology, conducting over 200 audits.",https://dedaub.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Dedaub_831ac2cd8e.png,,2025-03-07T16:53:53.930Z,2025-03-28T09:08:47.457Z,2025-03-28T18:14:54.116Z
50,Oasis Protocol,oasis-protocol,Wagmi,EthCC[8],EthCC[8] Wagmi,Smart privacy starts here.,https://oasisprotocol.org/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/OASIS_eec04858f2.png,,2025-03-10T20:25:02.647Z,2025-03-28T09:12:56.044Z,2025-03-28T18:14:54.116Z
51,Kakarot,kakarot,Wagmi,EthCC[8],EthCC[8] Wagmi,Realtime Proving.,https://www.kakarot.org/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Kakarot_684c855f31.png,,2025-03-11T13:52:02.057Z,2025-04-01T15:41:55.664Z,2025-03-28T18:16:19.058Z
53,Sideshift.ai,sideshift-ai,Wagmi,EthCC[8],EthCC[8] Wagmi,The Direct to Wallet crypto exchange.,https://sideshift.ai/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Side_Shift_97069574b9.png,,2025-03-14T10:04:41.927Z,2025-03-28T09:10:10.438Z,2025-03-28T18:16:19.058Z
54,Optalysys,optalysys,Wagmi,EthCC[8],EthCC[8] Wagmi,"Enabling a world of secure AI, Optalysys uses the power of advanced silicon photonics to accelerate Fully Homomorphic Encryption (FHE), processing encrypted data at scale.",https://optalysys.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Optalysys_112e12ab79.png,,2025-03-17T15:09:29.114Z,2025-03-28T09:12:46.217Z,2025-03-28T18:16:33.231Z
56,Sentio,sentio,Wagmi,EthCC[8],EthCC[8] Wagmi,"We deliver fast, versatile, and scalable crypto data—a product developers love.",https://www.sentio.xyz/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/SENTIO_188ed0468f.png,,2025-03-24T11:16:07.342Z,2025-03-28T09:10:21.949Z,2025-03-28T18:17:22.764Z
